tag,category,aliases,zh,count,notes
sung_jin-woo,4,Sung Jin-Woo|程肖宇,成振宇（我独自升级）,454,《我独自升级》的主角，从E级猎人成长为最强
tuesday_(reverse:1999),4,Tuesday|チューズデー,蓝手帕（重返未来：1999）,454,《重返未来：1999》的可操作角色，黑色短发
dick_gumshoe,4,Dick Gumshoe|itonokogiri_keisuke|糸鋸圭介,糸锯圭介（逆转裁判）,453,《逆转裁判》中的刑警，成步堂的朋友
doseisan,4,Mr. Saturn|mr._saturn|どせいさん,土星先生,453,《地球冒险》中的土星状生物，英文名 Mr. Saturn
guillotine_cross_(ragnarok_online),4,Guillotine Cross|guillotine_cross|ギロチンクロス,十字斩首者（仙境传说）,453,《仙境传说》中刺客系的三转职业，擅长双持短剑
inumaki_toge,4,Inumaki Toge|狗巻棘,狗卷棘,453,《咒术回战》中使用咒言的二年级学生
katou_umi,4,Katou Umi|加藤うみ,加藤海,453,日文角色标签katou_umi，出处未标注
michelle_(bang_dream!),4,Michelle|ミッシェル,米歇尔（BanG Dream!）,453,《BanG Dream!》中奥泽美咲扮演的粉色熊玩偶
peke_(to_love-ru),4,Peke|ペケ,佩凯（出包王女）,453,《出包王女》中菈菈的全能变形机器人
sanhua_(wuthering_waves),4,Sanhua|sanhua|サンカ|散华|散華,散华（鸣潮）,453,《鸣潮》中今汐的贴身护卫
shenhe_(frostflower_dew)_(genshin_impact),4,申鹤(冷花幽露),申鹤（冷花幽露）（原神）,453,《原神》中申鹤的官方服装
sinder_(vtuber),4,Sinder|sinder|sinderdoodle|sinderotica,辛德（虚拟主播）,453,英语圈独立VTuber，以地狱主题形象活动
akazutsumi_momoko,4,Akazutsumi Momoko|akatsutsumi_momoko|赤堤ももこ,赤堤桃子（飞天小女警Z）,452,《飞天小女警Z》中变身Hyper Blossom的角色
akinashi_haru,4,,春夏冬ハル,452,标签原名 akinashi_haru，出处与设定均不详
fate_testarossa_(movie_1st_form),4,フェイト・テスタロッサ(劇場版)|菲特·泰斯塔罗莎（剧场版1st）,菲特·泰斯塔罗莎（剧场版1st形态）,452,《魔法少女奈叶 剧场版1st》中菲特的默认屏障外套
ikaros,4,Ikaros|イカロス,伊卡洛斯,452,《天降之物》的主角，α型天使机器人
jacques_de_molay_(foreigner)_(fate),4,Jacques de Molay|ジャック・ド・モレー,雅克·德·莫莱（Foreigner）（Fate系列）,452,《Fate/Grand Order》的降临者从者，圣殿骑士团末代团长
kagami_hayato,4,Kagami Hayato|加賀美ハヤト,加贺美隼人,452,彩虹社的 VTuber，SMC 组成员，公司社长设定
kamijou_kyousuke,4,さやきょう,上条恭介,452,《魔法少女小圆》的小提琴手，沙耶香的青梅竹马
kenjaku,4,羂索,羂索（咒术回战）,452,《咒术回战》的主要反派，寄居夏油杰身体的千年咒术师
kuze_masachika,4,masachika_kuze|久世|久世政近|政近,久世政近,452,《不时轻声地以俄语遮羞的邻座艾莉同学》的男主角，周防有希之兄
rosanna_(nikke),4,Rosanna|ロザンナ,罗珊娜（胜利女神：妮姬）,452,《胜利女神：妮姬》中的可操作角色，黑道女王部队成员
sumeragi_lee_noriega,4,Sumeragi Lee Noriega|sumeragi_ri_noriega|スメラギ・李・ノリエガ,皇·李·诺列加（高达00）,452,《机动战士高达00》中天人组织的战舰指挥官
wolfgang_amadeus_mozart_(fate),4,wolfgang_amadeus_mozart_(fate/grand_order)|アマデウス|沃夫冈.阿玛迪斯.莫札特|沃尔夫冈·阿马德乌斯·莫扎特,沃尔夫冈·阿玛德乌斯·莫扎特（Fate系列）,452,《Fate》系列中的 Caster 职阶从者
yaotome_urushi,4,Yaotome Urushi|八乙女うるし,八乙女漆,452,《就算这样，步还是靠了过来》中将棋部的部长
zombie_fairy_(touhou),4,Zombie Fairy|zombie_fairy|ゾンビフェアリー,僵尸妖精（东方Project）,452,《东方Project》中跟随火焰猫燐的妖精
fubuzilla_(shirakami_fubuki),4,Fubuzilla|フブラ,芙布兹拉（白上吹雪）,451,hololive 成员白上吹雪在短篇中的怪兽形态
hassel_(pokemon),4,Hassel|ハッサク,八朔（宝可梦）,451,《宝可梦 朱/紫》中的龙系四天王兼美术教师
hitomi_(doa),4,Hitomi|ヒトミ,瞳（死或生）,451,《死或生》中的空手道少女
ilsa_(granblue_fantasy),4,Ilsa|イルザ,伊尔莎（碧蓝幻想）,451,《碧蓝幻想》中的角色，骑士团的教官
juri_(blue_archive),4,Juri|ushimaki_juri|牛牧ジュリ,牛牧朱莉（蔚蓝档案）,451,《蔚蓝档案》中供餐部的成员
nodoka_(blue_archive),4,Nodoka|amami_nodoka|天見ノドカ,天见和香（蔚蓝档案）,451,《蔚蓝档案》中特殊作战部队227的成员
ortlinde_(fate),4,Ortlinde|ortlinde_(fate/grand_order)|オルトリンデ,奥特琳德（Fate系列）,451,《Fate/Grand Order》中女武神Servant的初始形态
rosetta_(granblue_fantasy),4,Rosetta|ロゼッタ,罗塞塔（碧蓝幻想）,451,《碧蓝幻想》等作品中的角色，人称蔷薇女王
senya_(dq11),4,Serena|セーニャ(DQ11),赛妮娅（勇者斗恶龙11）,451,《勇者斗恶龙11》中维罗妮卡的妹妹，勇者的守护者
steve_(minecraft),4,Steve|herosteve|steve(minecraft)|スティーブ,史蒂夫（我的世界）,451,《我的世界》中玩家的默认男性形象
suzunari_shizuku,4,鈴鳴しずく|鈴鳴雫,铃鸣雫,451,画师Yuki Arare的原创角色，单侧马尾
tom_(eddsworld),4,,汤姆（Eddsworld）,451,《Eddsworld》的主要角色之一，穿蓝色连帽衫
amanogawa_shiina,4,Amanogawa Shiina|amanogawashiina|shiillustration|shiinaughty,天野川椎菜,450,Phase Connect二代目Phase ALiAS的英语VTuber
enderman,4,Enderman|endermen|エンダーマン|末影人,末影人,450,《我的世界》中的中立怪物，可瞬移的高瘦黑影
feh_(fire_emblem_heroes),4,Feh|ファ,菲（火焰之纹章 英雄）,450,《火焰之纹章 英雄》中的猫头鹰吉祥物
flora_(dq5),4,Flora|Nera Briscoletti|flora_ludman|フローラ,芙罗拉（勇者斗恶龙5）,450,《勇者斗恶龙5》中富商之女，主角的结婚候选
hatsune_(princess_connect!),4,Hatsune|kashiwazaki_hatsune|ハツネ,柏崎初音（公主连结）,450,《公主连结》中森林守卫公会的精灵少女
kriemhild_(fate),4,Kriemhild|クリームヒルト,克里姆希尔德（Fate系列）,450,《FGO》中的狂战士从者，齐格飞之妻
oikawa_shizuku_(moo_moo_fresh),4,,及川雫（哞哞鲜乳）,450,《偶像大师 灰姑娘女孩》中及川雫的奶牛风装扮
protagonist_(aogami_nahobino)_(smtv),4,,主人公（创毘）（真·女神转生V）,450,《真·女神转生V》主角与青神合体后的创毘形态
secretive_plotter,4,,隐秘的谋略家,450,《全知读者视角》中刘众赫的另一个身份
yoshida_masaki,4,よしまこ|吉田,吉田茉咲,450,《丧女》中黑木智子的同学
zapdos,4,Zapdos|サンダー,闪电鸟,450,《宝可梦》中的电属性传说鸟宝可梦
alisa_southerncross,4,Alisa Southerncross|アリサ=サザンクロス,艾莉莎·南十字星（Keroro军曹）,449,《Keroro军曹》中的角色，橙色长发少女
constance_von_nuvelle,4,Constance von Nuvelle|コンスタンツェ=フォン=ヌーヴェル,康斯坦丝·冯·纽维尔,449,《火焰之纹章：风花雪月》中灰狼学级的成员
gallagher_(honkai:_star_rail),4,Gallagher|ギャラガー,加拉赫（崩坏：星穹铁道）,449,《崩坏：星穹铁道》中匹诺康尼猎犬家族的安全官
karen_(pokemon),4,Karen|karenpokemon|karin_(pokemon)|カリン,梨花（宝可梦）,449,《宝可梦》中城都地区的四天王
lucifer_(shingeki_no_bahamut),4,Lucifer|ルシフェル,路西法（神击的巴哈姆特）,449,《巴哈姆特之怒》中的四大天司之长
margay_(kemono_friends),4,Margay|マーゲイ,玛盖伊（兽娘动物园）,449,《兽娘动物园》中长尾虎猫的拟人化角色
taki_(soulcalibur),4,Taki|タキ,多喜（灵魂能力）,449,《灵魂能力》系列中的忍者
ye_shunguang_(touch_of_dawnlight),4,,叶顺光（晨光之触）,449,《绝区零》中该角色的官方服饰
crazy_diamond,4,Crazy Diamond|クレイジー・ダイヤモンド|疯钻,疯狂钻石,448,《JOJO的奇妙冒险》中东方仗助的替身，能修复物体
deux_murasame,4,Deux Murasame|ドゥー・ムラサメ,德乌·村雨（机动战士高达GQuuuuuuX）,448,《机动战士高达 GQuuuuuuX》中的强化人MS驾驶员
director_chimera_(spy_x_family),4,Director Chimera|キメラさん,奇美拉（间谍过家家）,448,《间谍过家家》中阿尼亚的奇美拉玩偶
grim_reaper,4,Grim Reaper|死神,死神,448,传说中身披黑袍、手持镰刀的死神形象
hoshizora_ikuyo,4,Hoshizora Ikuyo|星空育代,星空育代（心跳光之美少女）,448,《心跳光之美少女》中星空美幸的母亲
mujina,4,Mujina|ムジナ,貉（SSSS.DYNAZENON）,448,《SSSS.DYNAZENON》中的怪兽优生思想成员
noihara_himari,4,緋鞠|野井原緋鞠,野井原绯鞠（守护猫娘绯鞠）,448,《守护猫娘绯鞠》的女主角，猫妖少女
ramza_beoulve,4,Ramza Beoulve|ラムザ・ベオルブ,拉姆萨·贝奥尔维,448,《最终幻想战略版》的主角，贝奥尔维家的末子
sakurako_(justina_uniform)_(blue_archive),4,,歌住樱子（尤斯蒂娜制服）（蔚蓝档案）,448,歌住樱子的尤斯蒂娜信徒风格制服
seki_hiromi,4,Seki Hiromi|関裕美,关裕美,448,《偶像大师 灰姑娘女孩》中的Cute系偶像
tanigawa_kanna,4,Tanigawa Kanna|谷川柑菜,谷川柑菜,448,《在盛夏等待》中的角色
team_skull_grunt,4,Team Skull Grunt|スカルだんのしたっぱ,骷髅队手下,448,《宝可梦 太阳／月亮》中骷髅队的成员
ayin_(project_moon),4,艾因,艾因（Project Moon）,447,《脑叶公司》的创始人，光之种计划主导者
furutaka_kai_ni_(kancolle),4,古鷹改二,古鹰改二（舰队Collection）,447,《舰队Collection》中古鹰的第二次改造形态
house_dragonmaid,4,House Dragonmaid|ドラゴンメイド・ハスキー,龙女仆·管家（游戏王）,447,《游戏王》龙女仆系列的管家怪兽
krul_tepes,4,kururu_tepes|クルル・ツェペシ|克鲁鲁,克鲁鲁·采佩西（终结的炽天使）,447,《终结的炽天使》中的吸血鬼女王，第三始祖
lotad,4,Lotad|ハスボー,莲叶童子,447,《宝可梦》系列的水/草属性宝可梦，会进化成莲帽小童
m14_(girls'_frontline),4,M14|m14|m14_(girls_frontline),M14（少女前线）,447,《少女前线》中代表M14步枪的战术人形
miyazaki_nodoka,4,Miyazaki Nodoka|宮崎のどか,宫崎和香,447,《魔法老师》中涅吉班上27号学生，图书委员
morgana_(league),4,morgana_(league_of_legends),莫甘娜（英雄联盟）,447,《英雄联盟》中的堕落天使英雄
okita_j._souji_(first_ascension)_(fate),4,Okita J. Souji,冲田·J·总司（第一再临）（Fate系列）,447,《Fate/Grand Order》中冲田·J·总司的第一再临泳装
okita_souji_alter_(first_ascension)_(fate),4,Okita Souji Alter,冲田总司·Alter（第一再临）（Fate系列）,447,《Fate/Grand Order》中冲田总司Alter的第一再临形态
qiuyuan_(wuthering_waves),4,,秋原（鸣潮）,447,《鸣潮》中明庭治安部队的成员
6_(reverse:1999),4,6|重返未来6,6（重返未来：1999）,446,《重返未来：1999》的可玩角色
aerith_gainsborough_(red_dress),4,ゴージャスドレス|爱丽丝·盖恩斯巴勒（红裙）,爱丽丝·盖恩斯巴勒（红色连衣裙）,446,《最终幻想7 重制版》中爱丽丝的红色弗拉明戈裙
airi_(the_infernal_temptress),4,Airi (The Infernal Temptress)|冥土へ誘うものアイリ,爱莉（The Infernal Temptress）,446,《女王之刃》中操纵死灵的冥土诱惑者
houshou_marine_(nun),4,シスターマリン|宝钟玛琳（修女）,宝钟玛琳（修女）,446,hololive 宝钟玛琳的修女服装，源自同人图
laura_matsuda,4,Laura Matsuda|lauramatsuda|ララ・マツダ,萝拉·松田,446,《街头霸王V》中的巴西柔术家，松田肖恩的姐姐
lilia_vanrouge,4,Lilia Vanrouge|lilia|リリア・ヴァンルージュ,莉莉娅·凡鲁日（扭曲仙境）,446,《扭曲仙境》中 Diasomnia 宿舍的三年级生
moco_(fushigi_na_neko_no_machi_meltier),4,Moco|モコ,莫科（ふしぎな猫のまちメルティア）,446,《ふしぎな猫のまちメルティア》中的角色，日文标签名「モコ」
momosuzu_nene_(casual),4,momosuzu_nene_(2nd_costume)|桃鈴ねね(私服)|桃铃音音（私服）,桃铃音音（便服）,446,桃铃音音的第二套便服
nitocris_(swimsuit_assassin)_(second_ascension)_(fate),4,Nitocris (Swimsuit Assassin)|ニトクリス(水着),尼托克丽丝（泳装暗杀者）（第二再临）（Fate系列）,446,泳装尼托克丽丝第二再临，梅杰德主题泳装
riddle_rosehearts,4,Riddle Rosehearts|リドル・ローズハート,里德尔·罗斯哈特,446,《扭曲仙境》中心之寮的寮长
todoroki_yachiyo,4,Todoroki Yachiyo|轟八千代,轰八千代（迷糊餐厅）,446,《迷糊餐厅》中瓦古娜利亚的店员
tsunashi_hajime,4,Tsunashi Hajime|旦那(十一),十一,446,《关于完全听不懂老公在说什么的事》的主角
zentreya_(cyborg),4,,Zentreya（机械形态）,446,Zentreya 的第三版形象，改造人形态
black_widow,4,Black Widow|BlackWidow|black_widow_(marvel)|blackwidow|ブラック・ウィドウ,黑寡妇,445,漫威中以娜塔莎·罗曼诺夫为代表的女特工
casca_(berserk),4,Casca|casca|キャスカ,卡思嘉（剑风传奇）,445,《剑风传奇》的女雇佣兵，原鹰之团成员
cu_chulainn_(fate/prototype),4,クー・フーリン〔プロトタイプ〕|库.夫林〔Prototype〕|旧ランサー,库·丘林〔Prototype〕（Fate/Prototype）,445,《Fate/Prototype》中的枪兵，被称为旧枪兵
elis_(touhou),4,Elis|elis|エリス,艾莉丝（东方Project）,445,《东方Project》PC-98 时期的角色，魔界路线的头目
integra_hellsing,4,Integra Hellsing|インテグラル・ファルブルケ・ウィンゲーツ・ヘルシング,因特格拉·赫尔辛,445,《皇家国教骑士团》中Hellsing机关的领导人
isuzu_kai_ni_(kancolle),4,五十鈴改二,五十铃改二（舰队Collection）,445,《舰队Collection》五十铃的第二次改造形态
majikina_mina,4,弥娜|真鏡名ミナ,真镜名弥娜,445,《侍魂》中使用弓箭的角色
nimi_nightmare_(1st_costume),4,,Nimi Nightmare（第一套服饰）,445,Nimi Nightmare 的默认服饰
poyoyo_(nakiri_ayame),4,,ぽよ余（Nakiri Ayame）,445,hololive 百鬼绫目的频道吉祥物，外形像本人的小团块
rapidash,4,Gallop|Rapidash|ギャロップ,烈焰马,445,宝可梦系列的火属性宝可梦，由小火马进化
sabotender,4,Cactuar|cactuar|サボテンダー,仙人掌怪,445,《最终幻想》系列的吉祥物怪物，会使出千针攻击
teepo_(tales),4,Teepo|tipo_(xillia)|ティポ,提波（传说系列）,445,《无限传说》中艾莉泽随身携带的玩偶
winter_soldier,4,Winter Soldier|wintersoldier|ウィンターソルジャー|冬兵,冬日战士,445,漫威中巴基·巴恩斯的身份，美国队长的挚友
yagi_toshinori,4,Toshinori Yagi|Yagi Toshinori|トゥルーマイト,八木俊典,445,《我的英雄学院》中英雄欧尔麦特的平民身份
yakumo_mitama,4,Momo Mitama|ももみた|八雲みたま,八云御魂,445,《魔法纪录》中神滨的调整屋，为魔法少女做调整
amae_koromo,4,Amae Koromo,天江衣,444,《咲-Saki-》中的麻将选手，县预选赛队长
date_masamune_(sengoku_basara),4,Date Masamune|伊達政宗(戦国BASARA),伊达政宗（战国BASARA）,444,《战国BASARA》中的奥州伊达家主，独眼龙
debidebi_debiru,4,,德比德比·德比露,444,彩虹社的VTuber，像猫的小恶魔
emboar,4,Emboar|Enbuoh|エンブオー,炎武王,444,《宝可梦》中的火／格斗属性御三家，合众地区
firion,4,Firion|Frioniel|frioniel|フリオニール,弗利奥尼尔,444,《最终幻想2》的主角，反叛军战士
florina_(fire_emblem),4,,芙罗利娜（火焰之纹章）,444,《火焰之纹章 烈火之剑》中登场的天马骑士
hamuzou,4,,哈姆藏,444,《偶像大师》中我那霸响饲养的仓鼠
tsunashi_kaoru,4,,十薰,444,《关于完全听不懂老公在说什么的事》的角色
yu_mei-ren_(first_ascension)_(fate),4,Yu Mei-ren|ユー＝メイレン|虞美人,虞美人（第一再临）（Fate系列）,444,《Fate/Grand Order》中虞美人的第一再临形态
black_lady_(sailor_moon),4,Black Lady|black_lady|ブラックレディ,黑暗淑女（美少女战士）,443,《美少女战士》中被洗脑的小小兔长大后的黑暗形态
entelechia_(arknights),4,Entelechia|entelechia|エンテレケイア|隐德莱希,隐德来希（明日方舟）,443,《明日方舟》中的近卫干员，萨卡兹吸血鬼
hanami_kotoha,4,,花海言叶,443,《魔法使光之美少女！》中妖精哈酱的人间体
inugami_korone_(roomwear),4,inugami_korone_(4th_costume)|inugami_korone_(loungewear),戌神沁音（居家服）,443,戌神沁音的居家服换装
kinoshita_hideyoshi,4,Hideyoshi|Kinoshita Hideyoshi|秀吉,木下秀吉,443,《笨蛋、测验、召唤兽》的主要角色，被称作秀吉
komekko,4,Komekko|こめっこ|小米,米米,443,《为美好的世界献上祝福！》中惠惠的妹妹
litchi_faye_ling,4,,荔枝·菲·玲,443,《苍翼默示录》中东方镇的医生
seiya_kou,4,Sailor Star Fighter|Seiya Kou,星野光,443,《美少女战士》中星光三人组之一，追逐火球公主
shinigami_(rain_code),4,Shinigami|死に神ちゃん|死神酱,死神（超侦探事件簿：雾雨谜宫）,443,《超侦探事件簿：雾雨谜宫》中协助侦探的死神
south_dakota_(azur_lane),4,South Dakota|サウスダコタ|南达科他,南达科他（碧蓝航线）,443,《碧蓝航线》中战列舰南达科他的拟人化
thrud_(fate),4,Thrud|Thrúd|thrud_(fate/grand_order)|スルーズ,斯露德（Fate系列）,443,《Fate/Grand Order》中瓦尔基里三姐妹之一
arcane_(arknights),4,,阿凯恩（明日方舟）,442,《明日方舟：终末地》中的干员
bort,4,,圆粒金刚石,442,《宝石之国》中的宝石人
curse_maker,4,Hexer|hexcaster_(sekaiju)|hexer_(sekaiju)|カースメーカー,咒术使（世界树迷宫）,442,《世界树迷宫》中的诅咒系职业
female_corrin_(novice_vacationer)_(fire_emblem),4,Corrin (Female) (Summer)|corrin_(female)_(novice_vacationer)_(fire_emblem)|corrin_(female)_(summer)_(fire_emblem)|corrin_(summer)_(fire_emblem)_(female)|神威(女)夏日,神威（女）（新手度假者）（火焰之纹章）,442,《火焰之纹章 英雄》中神威的夏日泳装
flonne_(fallen_angel),4,,芙蓉,442,《魔界战记》中堕落的天使形态，长出恶魔之翼
harry_potter,4,Harry Potter|harry_james_potter|harry_potter_(character)|ハリー・ポッター,哈利·波特,442,《哈利·波特》系列的主角，格兰芬多学生
kotonomiya_yuki,4,Kotonomiya Yuki|琴乃宮雪,琴乃宫雪,442,成人向视觉小说《水月》中的角色
lucy_maria_misora,4,,露西·玛丽亚·米索拉,442,《ToHeart2》中的外星人少女，能与动物对话
minior_(core),4,Minior (Core),小陨星（核心形态）,442,《宝可梦》小陨星露出核心的形态
rikka_(holostars),4,Rikka,律可（Holostars）,442,Holostars一期生VTuber，擅长音乐的青年
shiranami_ramune,4,,白波拉姆涅,442,VSPO! 的 VTuber，蓝发短发少女
subaru_(blue_archive),4,kakehashi_subaru,昴（蔚蓝档案）,442,《蔚蓝档案》中登场的学生，全名挂桥昴
suu_(monster_musume),4,Suu|スー,苏（魔物娘的相伴日常）,442,《魔物娘的相伴日常》中的史莱姆娘
terriermon,4,Terriermon|テリアモン,大耳兽,442,《数码宝贝》中的兽型数码兽，李健良的搭档
uzumaki_kushina,4,Kushina|kushina(naruto)|うずまきクシナ|玖辛奈,漩涡玖辛奈,442,《火影忍者》中鸣人的母亲，前九尾人柱力
valentino_(hazbin_hotel),4,Valentino|hazbinhotelvalentino,瓦伦蒂诺（地狱客栈）,442,《地狱客栈》中的反派，Vees 三人组之一
akiyama_rinko,4,Akiyama Rinko|RinkoAkiyama|rinkoakiyama|秋山凜子,秋山凛子,441,《对魔忍》系列中的女忍者
atsushi_toushirou,4,Atsu Toushirou|Atsushi Toushirou|atsu_toushirou|厚藤四郎,厚藤四郎,441,《刀剑乱舞》中登场的短刀拟人角色
ferdinand_von_aegir,4,Ferdinand von Aegir|フェルディナント=フォン=エーギル,斐迪南·冯·艾吉尔,441,《火焰之纹章 风花雪月》中黑鹫学级的学生
hellagur_(arknights),4,Hellagur|hellagur|ヘラグ,赫拉格（明日方舟）,441,《明日方舟》中的近卫干员
inoue_marina,4,Inoue Marina,井上麻里奈,441,日本女性声优，出演《进击的巨人》等作品
lila_decyrus,4,Lila Decyrus|リラ・ディザイアス|莉拉,莉拉·德西亚斯,441,《莱莎的炼金工房》中的角色
makaino_ririmu_(5th_costume),4,,魔界之莉莉姆（第五套服饰）,441,魔界之莉莉姆的女仆装造型
maryland_(kancolle),4,Maryland|maryland|メリーランド|马里兰,马里兰（舰队Collection）,441,《舰队Collection》中美国战列舰马里兰的舰娘
sakuranomiya_maika,4,Sakuranomiya Maika|桜ノ宮苺香,樱之宫莓香,441,《Blend S》的主角，在咖啡馆打工的少女
sayaka_(saru_getchu),4,,沙耶加（捉猴啦）,441,《捉猴啦》中主角悟的孪生妹妹
snow_white_(fairy_tale_character),4,Snow White|snow_white_(grimm)|白雪姫,白雪公主（童话角色）,441,童话《白雪公主》的主角，皮肤白如雪
sword_maiden,4,Sword Maiden|剣の乙女,剑之圣女,441,《哥布林杀手》中的女剑士，曾为女主教
technoblade,4,Techno|Technoblade|techno|technoblade_fanart|technobladefanart|technobladeneverdies|technofanart|technosupport|刀哥,科技刀,441,Minecraft 的知名 YouTuber，以 PVP 技术闻名
zange,4,ざんげ|ざんげちゃん,忏悔（神薙）,441,《神薙》中登场的巫女，通称忏悔酱
beedrill,4,Beedrill|スピアー,大针蜂,440,《宝可梦》中的虫与毒属性宝可梦，由铁壳蛹进化
flutterpage,4,Flutterpage|紙信圈兒,纸信圈儿（重返未来：1999）,440,《重返未来：1999》中的可操作角色
kinuhata_saiai,4,Kinuhata Saiai|絹旗最愛,绢旗最爱（魔法禁书目录）,440,《魔法禁书目录》中暗部组织ITEM的成员
light_hello_(umamusume),4,Light Hello|ライトハロー,莱特哈罗（赛马娘）,440,《赛马娘》中的游戏原创马娘
minami_chiaki,4,Minami Chiaki|南千秋,南千秋,440,《南家三姐妹》中三姐妹里最小的妹妹
piers_nivans,4,Piers Nivans|ピアーズ・ニヴァンス,皮尔斯·尼万斯（生化危机6）,440,《生化危机6》中 BSAA 队员，克里斯的搭档
watari_nina,4,,渡里妮娜,440,《东方锦上京》的额外关卡 Boss，新生的神
diamant_(fire_emblem),4,Diamant|ディアマンド,迪亚曼德（火焰之纹章）,439,《火焰之纹章 结合》中布罗迪亚王国的王子
elysia_(peachy_spring)_(honkai_impact),4,春好桃夭,爱莉希雅（春好桃夭）（崩坏3）,439,《崩坏3》真我·人之律者的春好桃夭服装
exs-tia_chevalier,4,エクスティア・シュヴァリエ,艾克斯蒂亚·谢瓦利埃（光翼战姬）,439,《光翼战姬》中莉兹薇尔娜的魔法少女形态
ibuki_douji_(swimsuit_berserker)_(fate),4,Ibuki Douji (Swimsuit Berserker)|伊吹童子(水着),伊吹童子（泳装狂战士）（Fate系列）,439,《Fate/Grand Order》中伊吹童子的泳装狂战士形态
kaminari_qpi,4,Kaminari Qpi|神成きゅぴ,神成丘比,439,VTuber，原VSPO!成员
mega_lopunny,4,Mega Lopunny|メガミミロップ|长耳兔,超级长耳兔,439,《宝可梦》中长耳兔的超级进化形态
meloco_kyoran,4,Meloco Kyoran|melocokyoran|meloconair|melocoom|melocopic|mememelo|狂蘭メロコ,梅洛可·京兰,439,彩虹社 EN 的 VTuber，XSOLEIL 成员
milly_ashford,4,Milly Ashford|millay_ashford|ミレイ・アッシュフォード,米蕾·阿什福德,439,《反叛的鲁路修》中学生会的会长
severa_(fire_emblem),4,Severa|セレナ,塞蕾娜（火焰之纹章）,439,《火焰之纹章 觉醒》中柯蒂莉亚的女儿
shirahoshi,4,しらほし|しらほし姫,白星,439,《海贼王》中鱼人岛的公主，巨型人鱼
uruha_rushia_(school_uniform),4,uruha_rushia_(4th_costume)|润羽露西娅（校服）|潤羽るしあ(校服),润羽露西娅（校服）,439,hololive 润羽露西娅的校服服饰
atalanta_alter_(fate),4,Atalanta Alter|アタランテ・オルタ,阿塔兰忒·Alter（Fate系列）,438,《FGO》中因宝具而黑化的阿塔兰忒
fujimoto_rina,4,Fujimoto Rina|藤本里奈,藤本里奈,438,《偶像大师 灰姑娘女孩》中的辣妹系偶像
hiryuu_kai_ni_(kancolle),4,飛龍改二,飞龙改二（舰队Collection）,438,《舰队Collection》中飞龙的改二形态
ichinose_minori,4,Ichinose Minori|一之瀬みのり,一之濑实,438,《热带光之美少女》中Cure Papaya 的变身者
kaneko_lumi,4,Kaneko Lumi|Lumillust|kanekolumi|lumillust,金子瑠美,438,Phase Connect的VTuber，原Cyberlive成员
linhardt_von_hevring,4,Linhardt von Hevring|リンハルト=フォン=ヘヴリング,林哈特·冯·赫夫林,438,《火焰之纹章 风花雪月》中黑鹫学级的学生
mithrun_(young),4,Mithrun (Young)|若ミス,米斯伦（幼年）,438,《迷宫饭》中米斯伦成为迷宫之主前的模样
pixiv-tan,4,Pixiv-tan|ピクシブたん,pixiv娘,438,插画网站 pixiv 的看板娘
whitney_(degrees_of_lewdity),4,Whitney|dolwhitney|whitneythebully,惠特尼（欲都孤儿）,438,《欲都孤儿》中的霸凌者，可攻略对象
charlemagne_(fate),4,Charlemagne|シャルルマーニュ,查理曼（Fate系列）,437,《Fate/EXTELLA LINK》中登场的剑士，查理大帝
fiona_frost,4,Fiona Frost|菲欧娜·弗罗斯特,夜帷（间谍过家家）,437,《间谍过家家》中 W.I.S.E. 的女间谍，倾心于劳埃德
fukube_satoshi,4,Fukube Satoshi|福部里志,福部里志,437,《冰菓》中古典部的成员
kunashiri_(kancolle),4,Kunashiri|kunashiri_(kantai_collection)|国後,国后（舰队Collection）,437,舰队Collection的护航舰舰娘
leos_vincent,4,Leos Vincent|レオス・ヴィンセント,雷奥斯·文森特（彩虹社）,437,彩虹社的 VTuber，蓝发戴眼镜
luocha_(honkai:_star_rail),4,Luocha|luocha|羅刹,罗刹（崩坏：星穹铁道）,437,《崩坏：星穹铁道》中的行商，精通医术
richter_belmont,4,Richter Belmont|リヒター・ベルモンド,里希特·贝尔蒙特,437,《恶魔城》系列中贝尔蒙特家的吸血鬼猎人
sasasegawa_sasami,4,Sasami Sasasegawa|笹瀬川佐々美,笹濑川佐佐美,437,《Little Busters!》中的角色
scott_pilgrim,4,Scott Pilgrim|scott_w_pilgrim|scottpilgrim|スコット・ピルグリム,斯科特·皮尔格里姆,437,《歪小子斯科特》系列的主角
she-hulk,4,She-Hulk|SheHulk|shehulk|シーハルク|女浩克|珍妮弗·沃尔特斯,女浩克,437,漫威漫画的超级英雄，本名珍妮弗·沃尔特斯
bremerton_(kung_fu_cruiser)_(azur_lane),4,Bremerton (Kung Fu Cruiser)|功夫少女!,布莱默顿（功夫巡洋舰）（碧蓝航线）,436,《碧蓝航线》中布莱默顿的功夫主题旗袍服饰
celty_sturluson,4,Celty Sturluson|セルティ・ストゥルルソン,赛尔提·斯图尔图森,436,《无头骑士异闻录》中来自爱尔兰的无头妖精杜拉罕
delibird,4,Delibird|デリバード|信使鸟,信使鸟（宝可梦）,436,宝可梦的水／冰属性宝可梦，像圣诞老人
gabumon,4,Gabumon|ガブモン,加布兽,436,《数码宝贝》中的数码兽，石田大和的搭档
jean_(sea_breeze_dandelion)_(genshin_impact),4,Jean (Sea Breeze Dandelion)|琴(海风之梦),琴（海风之梦）（原神）,436,《原神》中琴的夏日时装海风之梦
