tag,category,aliases,zh,count,notes
shoukoujo,3,,小公女,577,以小说《小公主》为原作改编的日本动画，主角为少女萨拉
snow_white_(fairy_tale),3,白雪公主与七个小矮人,白雪公主（童话）,577,格林童话中的故事，讲述公主与七个小矮人及毒苹果
do_it_yourself!!,3,Do It Yourself DIY!!|do_it_yourself,Do It Yourself!!,575,Pine Jam制作的2022年原创动画，以DIY部为题材
kamen_rider_geats_(series),3,假面騎士Geats|假面骑士Geats,假面骑士极狐,575,令和假面骑士第4作，2022年播出
mahou_shoujo_madoka_magica:_walpurgis_no_kaiten,3,puella_magi_madoka_magica_-walpurgisnacht:rising-|walpurgisnacht:rising|ワルプルギスの廻天|魔法少女小圆 魔女之夜的回天,魔法少女小圆 瓦尔普吉斯的回天,575,魔法少女小圆系列新剧场版，2021年公布、2026年8月上映
mashle,3,MASHLE|mashle:_magic_and_muscles|肌肉魔法使,肌肉魔法使-MASHLE-,575,甲本一创作的搞笑奇幻漫画，2023年被改编为动画
sayonara_wo_oshiete,3,さよならを教えて|對你說再見,对你说再见,573,CRAFTWORK的成人向游戏，以精神错乱为主题
tennis_no_ouji-sama,3,Prince of Tennis|prince_of_tennis|網球王子,网球王子,572,许斐刚创作的网球题材漫画，1999年至2008年连载于少年Jump
avatar_aang:_the_last_airbender,3,,Avatar Aang: The Last Airbender,571,《降世神通》的剧场版动画电影，为原作系列的续篇
breath_of_fire_iii,3,龍戰士III|龙战士3,龙战士III,571,卡普空龙战士系列的第三作
f-zero,3,,F-Zero,571,任天堂的未来竞速游戏系列，首作1990年登陆SNES
gj-bu,3,GJ部!!,GJ部,571,新木伸的轻小说，描绘 GJ 部成员的日常，2013年改编动画
kmnz,3,kmnzart,KMNZ,571,以音乐为主题的日本虚拟主播组合，现以三人体制活动
owarimonogatari,3,終物語,终物语,571,西尾维新物语系列第十二部，以忍野扇与老仓育为中心展开
senbonzakura_(vocaloid),3,senbon-zakura_(vocaloid)|千本桜,千本樱,571,黒うさP创作的初音未来歌曲，插画由一斗まる负责
alice_sherlock:_the_rubious_nebula,3,,Alice Sherlock: The Rubious Nebula,570,日本漫画作品，具体作者与设定不详
power_pro-kun_pocket,3,power_pro_kun_pocket,Power Pro-kun Pocket,570,实况力量职业棒球的衍生棒球养成游戏，含恋爱模拟要素
shin_godzilla,3,新哥斯拉|正宗哥吉拉,新·哥斯拉,570,2016年东宝的哥斯拉重启电影，由庵野秀明执导
gunslinger_girl,3,gunslingergirl|神枪少女 GUNSLINGER GIRL|神槍少女,神枪少女,569,相田裕的漫画，讲述被改造的少女杀手们的故事，2003年起改编动画
pixiv_fantasia_sword_regalia,3,,Pixiv Fantasia Sword Regalia,569,2012年举办的Pixiv Fantasia企划，题为剑之圣器
sword_art_online:_alicization_-_war_of_underworld,3,刀剑神域 爱丽丝篇 异界大战|刀剑神域Alicization篇 War of Underworld,刀剑神域 爱丽丝篇 异界战争,569,刀剑神域Alicization动画的后半部分，围绕异界战争展开
voltron_(series),3,voltron|战神金刚之宇宙保卫战|百兽王,战神金刚,569,美国将《百兽王》与《机甲舰队》两部日漫剪辑合成的机器人动画，1980年代播出
fatal_frame:_maiden_of_black_water,3,fatal_frame_5,零 ～濡鸦之巫女～,567,《零》系列作品《零 ～濡鸦之巫女～》
fate/extella_link,3,Fate/EXTELLA Link|fate/extella-link,Fate/EXTELLA LINK,567,《Fate/EXTELLA》的续作动作游戏
kono_subarashii_sekai_ni_shukufuku_wo!_kono_yokubukai_game_ni_shinpan_o!,3,,为美好的世界献上祝福！为深爱这游戏献上审判!,567,改编自《为美好的世界献上祝福！》的视觉小说游戏，2017年登陆PS4与PSV
liver_city,3,LiverCity Inc.|emori_miku_project|livercity,Liver City,567,日本公司LiverCity，从事插画制作与IP运营，推出絵守未來企划
romancing_saga_2,3,浪漫沙加2 七英雄的复仇|浪漫沙加II,浪漫沙加2,567,1993年超级任天堂的沙加系列角色扮演游戏，2024年推出重制版
final_fantasy_iii,3,FF3|FFIII|ff3|ffiii|最终幻想3,最终幻想III,566,《最终幻想》系列第三作，1990年4月登陆FC
sakura_taisen_iii,3,樱花大战III|櫻花大戰3,樱花大战3,566,樱花大战系列第三作，首次加入巴黎花组
ten_desires,3,东方神霊庙,东方神灵庙,566,东方Project第13部正作，2011年发售的弹幕射击游戏
gensou_suikoden_v,3,幻想水浒传5|幻想水滸伝V,幻想水浒传V,565,系列第五作，舞台为法莲娜女王国的正统 RPG
pizza_hut,3,,必胜客,565,1958年由卡尼兄弟创立的美国披萨连锁餐厅品牌
snow_white_and_the_seven_dwarfs_(disney),3,snow_white_and_the_seven_dwarfs|白雪公主|白雪公主和七个小矮人,白雪公主与七个小矮人,565,迪士尼1937年的动画电影，改编自格林童话，为首部动画长片
dumbbell_nan_kilo_moteru?,3,哑铃，能举多少公斤？,流汗吧！健身少女,564,Sandrovich Yabako原作、MAAM作画的健身喜剧漫画，2019年动画化
atelier_rorona,3,atelierrorona|罗洛娜的工作室|罗罗娜的工作室,罗罗娜的炼金工房,563,《炼金工房》系列第11作，亚兰德四部曲的第一部
demonbane,3,斩魔大圣|斩魔大圣Demonbane,机神咆哮,563,Nitroplus出品的机战与克苏鲁神话题材作品系列
nexon,3,,Nexon,563,韩国的在线游戏开发与发行公司，长期以韩国与亚洲市场为主
hades_2,3,Hades II|黑帝斯2,哈迪斯2,562,《哈迪斯》的续作，以墨利诺厄为主角，2022年公布的动作roguelite游戏
yu-gi-oh!_sevens,3,yugioh_sevens|游☆戏☆王SEVENS|游戏王7,游戏王SEVENS,562,《游戏王》动画第七作，以面向低龄玩家的超速决斗为核心
four_goddesses_online:_cyber_dimension_neptune,3,cyber_dimension_netpune|cyberdimension_neptunia:_4_goddesses_online|yon_megami_online:_cyber_dimension_neptune|四女神Online 网络次元海王星|网络次元海王星,四女神Online,561,海王星系列的外传动作 RPG，四名女神在虚拟世界冒险，PS4平台
the_shining,3,鬼店,闪灵,561,斯坦利·库布里克执导、改编自斯蒂芬·金小说的1980年恐怖电影
akebi-chan_no_serafuku,3,akebi's_sailor_uniform|明日酱的水手服,明日同学的水手服,560,博创作的漫画，描写明日小路在女子中学的日常，2022年改编为动画
kantai_collection_(anime),3,KanColle|舰娘|舰队收藏,舰队Collection（动画）,560,改编自《舰队Collection》的多部动画作品
yumekui_merry,3,dream_eater_merry|梦喰いメリー|食梦者玛丽,食梦者玛莉,560,牛木义隆的漫画，2008至2020年连载，2011年播出动画
zoids_genesis,3,機獸創世紀,机兽创世纪,560,《ZOIDS》系列动画《ゾイドジェネシス》，台译机兽创世纪
makai_senki_disgaea_3,3,disgaea_3|迪斯盖亚3|魔界戦記ディスガイア3,魔界战记3,559,日本一软件的战略角色扮演游戏《魔界战记》系列第三作
shoujo_ramune,3,少女弹珠汽水|少女波子汽水,小女ラムネ,559,Tanuki Soft的成人向视觉小说，2016年起改编为成人动画
sword_art_online_alternative:_gun_gale_online,3,GGO|刀剑神域外传GGO,刀剑神域外传 Gun Gale Online,558,时雨泽惠一执笔、黑星红白插画的刀剑神域外传轻小说，2018年改编动画
big_hero_6,3,bighero6|大英雄天团,超能陆战队,557,迪士尼改编自漫威的3D动画电影，主角为少年宏与机器人Baymax
fushigi_na_neko_no_machi_meltier,3,猫メル,ふしぎな猫のまちメルティア,556,以猫拟人角色生活的城市梅尔提亚为舞台的作品
medium5,3,MEDIUM5,五维介质,556,中文歌声合成声库品牌，推出星尘等虚拟歌手
ukagaka,3,UkaGaka,伺か,556,日本的桌面宠物程序，可在电脑桌面上显示拟人化角色
wild_arms_1,3,wild_arms|wild_arms_alter_code_f|wildarms|荒野兵器1,荒野兵器,556,《荒野兵器》系列首作，1997年发售，并有重制版Alter Code F
ima_sugu_rinne_(vocaloid),3,,即刻轮回,555,なきそ创作、初音未来演唱的VOCALOID歌曲
pixiv_fantasia_new_world,3,PFNW,Pixiv Fantasia New World,555,2013年3月至6月举办的Pixiv Fantasia企划，题为新世界
gundam_perfect_file,3,高达完美档案,高达完美档案,554,DeAgostini自2011年起发行的高达系列图文设定资料集
muv-luv_girls_garden,3,,Muv-Luv Girls Garden,554,DMM平台的Muv-Luv系列网页游戏
otome_game_no_hametsu_flag_shika_nai_akuyaku_reijou_ni_tensei_shite_shimatta,3,hamefura|my_next_life_as_a_villainess:_all_routes_lead_to_doom!|乙女游戏世界的毁灭Flag|恶役千金|转生恶役只好拔除破灭旗标,转生成为了只有乙女游戏破灭Flag的邪恶大小姐,554,讲述转生为乙女游戏恶役千金、为回避破灭结局而奋斗的轻小说及动画
go!_go!_gris!,3,gogogris,Go! Go! Gris!,553,Vertigris 创作的喜剧漫画，描绘其原创角色在兽之都的日常
pokemon_champions,3,,宝可梦 Champions,553,宝可梦对战专用游戏，将系列竞技对战独立成作
arc_the_lad_ii,3,亚克传承2|阿卡迪亚2,亚克传说2,552,《亚克传说》系列第二作
xinyue_tongxing,3,xinyuetongxing,新月同行,552,Firewick开发的都市超自然题材回合制策略手游
chain_paradox,3,,Chain Paradox,551,Tommy Walker的PBW与桌游作品，为该社第七部作品
hololive_dreams,3,,hololive Dreams,551,hololive的官方手机节奏游戏，2026年7月上线
hori-san_to_miyamura-kun,3,horimiya|堀桑与宫村君,堀与宫村,551,HERO的四格漫画，讲述堀与宫村的校园恋爱
luminous_witches,3,光魔女|连盟空军航空魔法音乐队,联盟空军航空魔法音乐队Luminous Witches,551,《强袭魔女》系列的外传动画，以航空魔法音乐队为主题
my_adventures_with_superman,3,myadventureswithsuperman,我与超人的冒险,551,2023年播出的超人动画剧集，聚焦克拉克的青年时期
kim_possible_(series),3,kim_possible|kimpossible,麻辣女孩,550,迪士尼的动画系列，讲述高中生金·可能一边上学一边打击犯罪
kore_wa_zombie_desu_ka?,3,is_this_a_zombie|kore_wa_zombie_desu_ka|korezom|这样算是僵尸吗？,这个是僵尸吗？,549,木村心一创作的轻小说，讲述变成僵尸的少年的后宫喜剧，2011年改编动画
sengoku_rance,3,战国RANCE|战国Rance,战国兰斯,549,AliceSoft2006年推出的战略恋爱模拟游戏，为兰斯系列第七作
bokujou_monogatari,3,Story of Seasons|harvest_moon_1|story_of_seasons,牧场物语,548,经营农场的模拟游戏系列，玩家继承荒废农场并重建小镇
school_girl_strikers,3,スクールガールストライカーズ|校园少女强袭,校园女生强袭者,548,史克威尔艾尼克斯2014年推出的手机游戏，后更名并结束运营
final_fantasy_i,3,FF1|FFI|ff1|ffi|最终幻想1,最终幻想（初代）,546,《最终幻想》系列首作，1987年12月登陆FC
read_or_die,3,R.O.D,读或死（小说）,546,仓田英之的轻小说系列，2000年起由集英社出版
suna_no_wakusei_(vocaloid),3,dune_(vocaloid)|sand_planet_(vocaloid)|沙之行星|砂之惑星,砂之行星,546,ハチ使用初音未来制作的 Vocaloid 歌曲，为 Magical Mirai 2017 主题曲
yu-gi-oh!_go_rush!!,3,游☆戏☆王GO RUSH!!,游戏王GO RUSH!!,546,《游戏王》动画第八作，是《SEVENS》的续作，以超速决斗为主题
forbidden_scrollery,3,东方茨歌仙 ~ Forbidden Scrollery,东方铃奈庵,545,ZUN 原作、春河萌作画的东方Project漫画，以铃奈庵为舞台的妖怪故事
the_lord_of_the_rings,3,lordoftherings|指环王与魔戒|魔戒,指环王,545,托尔金创作的奇幻小说，为霍比特人的续作，属其神话体系
the_simpsons,3,辛普森家庭|阿森一族,辛普森一家,545,马特·格罗宁创作的美国长寿动画情景喜剧，1989年首播，讽刺美国生活
kamen_rider_kuuga_(series),3,幪面超人古迦,假面骑士空我,544,平成假面骑士第1作，2000年播出
senran_kagura_estival_versus,3,闪乱神乐EV,闪乱神乐 少女们的选择,544,闪乱神乐系列第七作，2015年发行的动作游戏
age_of_ishtaria,3,伊斯塔利亚年代记,伊丝塔利亚年代记,543,PARADE开发的手机游戏，以卡片战斗为核心
light_and_night_love,3,,光与夜之恋,543,腾讯的时尚题材女性向恋爱手游，2021年在中国开启测试
pukey_goddess_shot_trick,3,drunken_goddess_reflux,Pukey Goddess Shot Trick,543,odyk负责美术的roguelike饮酒游戏，与病娇恶魔玩喝酒轮盘
mechanical_buddy_universe,3,,Mechanical Buddy Universe,542,加藤拓弐创作的废土科幻原创企划，多以人类与机器人搭档为主角
voltron:_legendary_defender,3,voltron|圣战士：传奇守护者|战神金刚,战神金刚：传奇守护者,541,2016年Netflix推出的《战神金刚》重启动画，改编自《百兽王》
tenkuu_no_shiro_laputa,3,castle_in_the_sky|laputa|laputa:_castle_in_the_sky|laputa_castle_in_the_sky|天空之城拉普达,天空之城,540,宫崎骏执导、吉卜力制作的1986年动画电影，讲述少年与飞行石少女的冒险
kyu-kurarin_(cevio),3,Kyu-Kurarin,きゅうくらりん,539,いよわ创作、KAFU演唱的歌曲，表现晕眩与焦躁的情绪
otonari_no_tenshi-sama_ni_itsu_no_mani_ka_dame_ningen_ni_sarete_ita_ken,3,the_angel_next_door_spoils_me_rotten|邻家天使大人,关于邻家的天使大人不知不觉把我惯成了废人这档子事,539,佐伯さん的恋爱喜剧轻小说，2023年改编动画，插画由はねこと负责
prism_project,3,prismproject,Prism Project,539,日本英语圈VTuber事务所，2024年3月停止运营
sugar_sugar_rune,3,,魔界女王候补生,539,安野梦洋子的魔法少女漫画，2005 年改编为 51 集动画
enjo_kouhai,3,enjou_kouhai_oshiego_wa_elf_ryuu_ningyo_jinrou,援助交配,538,たくのみ创作的同人志作品
megami_tensei,3,Megami Tensei|megaten|女神転生,女神转生,538,Atlus开发的女神转生角色扮演游戏系列，改编自数字恶魔物语小说
romeo_to_cinderella_(vocaloid),3,romeo_and_cinderella|romeo_and_cinderella_(vocaloid)|罗密欧与灰姑娘,罗密欧与辛德瑞拉,537,doriko创作的初音未来歌曲，另有同作者的应答曲
sen_no_kiseki_ii,3,sen_no_kiseki_2|trails_of_cold_steel_ii|英雄传说 闪之轨迹2|闪轨2,闪之轨迹II,537,闪之轨迹系列第二作，为英雄传说轨迹系列的一环
witchblade_(anime),3,,Witchblade（动画）,537,改编自美国同名漫画的动画，以日本为舞台且角色原创
yoake_mae_yori_ruri_iro_na,3,crescent_love|yoakena|黎明前的琉璃色,夜明前的琉璃色,536,AUGUST于2005年推出的成人恋爱游戏，并有PS2版与动画
da_capo_ii,3,D.C.II|da_capo_2|初音岛2,初音岛II,535,《初音岛》系列第二作，主角为樱内义之
listen!!,3,,Listen!!,535,《轻音少女》第二季第一首片尾曲，由放学后茶会演唱
atelier_meruru,3,梅露露的工作室,梅露露的炼金工房,534,《炼金工房》系列第13作，亚兰德四部曲的第三部
carnival_phantasm,3,Carnival Phantasm,幻想嘉年华,534,改编自Type-Moon搞笑漫画Take Moon的OVA，Fate与月姬角色同台
comiket_99,3,C99|c99|コミックマーケット99,Comic Market 99,534,Comic Market 第99届，2021年12月30-31日举办，疫情后首次线下召开
grappler_baki,3,baki_the_grappler|格斗勇者刃牙,刃牙,534,板垣惠介1991年起连载的格斗漫画，以夸张肌肉与暴力表现著称
idolmaster_shiny_colors_song_for_prism,3,偶像大师 闪耀色彩SfP,偶像大师 闪耀色彩 Song for Prism,534,闪耀色彩的节奏游戏，2023年上线
oneshot_(game),3,oneshot|oneshotgame,OneShot,534,采用打破第四面墙机制的俯视角解谜游戏，2014年首发，2016年推出更新版
ouran_high_school_host_club,3,樱兰高校男接待部,樱兰高校男公关部,534,叶鸟螺子的少女漫画，2006年改编动画，描绘贵族学校男公关部的校园喜剧
pokemon_brilliant_diamond_and_shining_pearl,3,pokemon_bdsp,宝可梦 晶灿钻石／明亮珍珠,534,第四世代钻石珍珠在Switch上的重制版，采用Q版比例的地图
voicepeak,3,,VOICEPEAK,534,Dreamtonics与AH-Software共同开发的语音合成软件，2022年发布
jahy-sama_wa_kujikenai!,3,jahy_sama_wa_kujikenai|the_great_jahy_will_not_be_defeated!|迦希大人不气馁！,贾希大人不气馁！,533,魔界第二把交椅贾希在人间界生活的搞笑漫画及动画
night_sparrow_love,3,Night Sparrow Love,夜雀之恋,533,东方Project同人漫画，描写米斯蒂娅·萝蕾拉对藤原妹红的恋情
sonic_the_hedgehog_(idw),3,idwsonic|sonicidw|索尼克|音速小子,刺猬索尼克（IDW漫画）,533,IDW出版的索尼克漫画系列，2018年起连载
fatal_frame:_mask_of_the_lunar_eclipse,3,fatal_frame_4,零 ～月蚀的假面～,532,《零》系列作品《零 ～月蚀的假面～》
isekai_maou_to_shoukan_shoujo_no_dorei_majutsu,3,how_not_to_summon_a_demon_lord|异世界魔王与召唤少女的奴隶魔法,异世界魔王与召唤少女的奴隶魔术,531,紫雪夜原作、鹤崎贵大插画的异世界后宫轻小说，2018与2021年两度动画化
the_lego_group,3,lego|乐高集团,乐高,531,丹麦玩具公司，以可拼装的乐高积木闻名
7th_dragon_2020,3,セブンスドラゴン2020,第七龙神2020,530,第七龙神系列外传，2011年登陆PSP，初音未来参与联动
tales_of_destiny_2,3,命运传奇2,宿命传说2,530,传说系列第四部母舰作品，登陆PS2与PSP，未在欧美发行
a_channel,3,,A频道,529,黑田bb的四格漫画，2011年由Studio五组改编为动画
boruto:_two_blue_vortex,3,borutotwobluevortex|双蓝漩涡,博人传 双蓝漩涡,529,博人传的续篇漫画，主要角色以成年姿态登场
limelight_lemonade_jam,3,,ライムライト・レモネードジャム,529,Yuzusoft于2025年9月发售的视觉小说
slay_the_spire_2,3,,杀戮尖塔2,529,杀戮尖塔的续作，由MegaCrit开发的卡牌构筑游戏
yani_neko,3,,ヤニねこ,529,ニャンニャン工房的漫画，讲述尼古丁中毒少女的日常
bunny_garden,3,Bunny Garden|バニーガーデン,兔兔秘密花园,528,Qureate开发的陪酒俱乐部题材恋爱模拟游戏
doukyuusei,3,同級生,同级生,527,ELF开发的恋爱养成游戏，1992年首发，后有重制版
kotobukiya_bishoujo,3,Kotobukiya Bishoujo,寿屋美少女系列,527,寿屋的手办系列，将欧美流行文化角色美少女化，角色设计为山下俊也
kuroinu_~kedakaki_seijo_wa_hakudaku_ni_somaru~,3,黑兽 高傲的圣女被白浊玷污,黑兽,527,Liquid 出品的成人向视觉小说，2010年发售，2012年改编为四集OVA
mario_tennis,3,mariotennis|马力欧网球,马力欧网球,527,马力欧系列的网球运动游戏子系列
sunken_fossil_world,3,touhou_gouyoku_ibun|东方刚欲异闻 ~ 沉没化石世界,东方刚欲异闻,527,东方 Project 第 17.5 作，黄昏边境与上海爱丽丝幻乐团合作的横版水战弹幕游戏
yuusha_ou_gaogaigar,3,brave_king_gaogaigar|king_of_braves_gaogaigar|the_king_of_braves_gaogaigar|勇者王,勇者王GAOGAIGAR,527,勇者系列第8作，1997年播出，与《Betterman》共享世界观
choujigen_game_neptune_mk2,3,hyperdimension_neptunia_mk2|超次元战记 战机少女mk2|超次元游戏 海王星II,超次元游戏 海王星mk2,526,《海王星》系列第二作，2010年登陆 PS3，延续主机拟人化的世界观
danna_ga_nani_wo_itte_iru_ka_wakaranai_ken,3,i_can't_understand_what_my_husband_is_saying|完全听不懂老公在说什么,关于完全听不懂老公在说什么的事,526,Cool教信者的四格漫画，讲述宅男丈夫与普通妻子的日常
.hack//g.u.,3,.hack//G.U.|创世纪传说G.U.,黑客时空G.U.,525,黑客时空系列第二部三部曲，含Rebirth等三作，2017年推出重制版
kamen_rider_fourze_(series),3,假面骑士卌骑|幪面超人Fourze,假面骑士Fourze,525,平成假面骑士第13作，纪念系列40周年
netsu_ijou_(utau),3,heat_abnormal_(utau)|热度异常|熱異常,热异常,525,iyowa创作的歌曲，由足立レイ与初音未来演唱，PV围绕文明消逝后的独白展开
crash_bandicoot_(series),3,crash_(series)|crashbandicoot|袋狼大进击,古惑狼,524,Naughty Dog 为 PlayStation 打造的动作游戏系列，主角为变异袋狸
medaka_box,3,最强学生会长黑神,最强会长黑神,524,西尾维新原作、晓月あきら作画的漫画，2012年被改编为动画
monsters_raid,3,,怪物突袭,524,以怪物收集与对战为主题的游戏或动画作品
dies_irae,3,diesirae|神怒之日,Dies irae,523,Light制作的2007年成人视觉小说，2017年改编动画
no_i'm_not_a_human,3,,不，我不是人类,523,2025年推出的生存恐怖游戏，白天酷热无法出行，玩家在夜晚避难所接待访客
super_heroine_boy,3,超级女主角男孩,Super Heroine Boy,521,parari 创作的漫画，讲述不良少年沉迷魔法少女动画的故事
girls_und_panzer_saishuushou,3,girls_und_panzer_das_finale|少女与战车Das Finale|少女战车 最终章,少女与战车 最终章,520,《少女与战车》的六部剧场版最终章系列
rance_x,3,Rance X|rance_10|ランス10,兰斯10 决战,520,《兰斯》系列的完结作，系列第10部
blue_oath,3,Blue Oath|蒼藍誓約,苍蓝誓约,519,以舰船拟人少女为主题的中国手机游戏
crazy_raccoon,3,crazyraccoon,Crazy Raccoon,519,日本电子竞技战队，主要参与《堡垒之夜》《Apex 英雄》《Valorant》
friday_the_13th,3,Friday the 13th|十三號星期五,十三号星期五,519,美国恐怖电影系列，围绕戴面具的连环杀手杰森展开
mahoutsukai_linn_no_shiawase_na_kekkon,3,,魔法使いリンの幸せな結婚,519,魔法使题材的日本作品，具体出处与设定不详
omamori_himari,3,おまもりひまり,守护猫娘绯鞠,519,的良みらん的漫画，讲述少年与猫妖武士少女绯鞠的妖怪战斗故事
working_girls_weekly,3,,Working Girls Weekly,518,studionice2011创作的职场题材漫画
fallout:_new_vegas,3,fallout:newvegas|fallout_new_vegas|fallout_new_vegas_dead_money|異塵餘生：新維加斯,辐射：新维加斯,517,Obsidian开发、Bethesda发行的2010年动作RPG，系列第四部主线作
kanan-sama_wa_akumade_choroi,3,Kanan-sama wa Akumade Choroi|kanan_choroi|mistress_kanan_is_devilishly_easy,カナン様はあくまでチョロい,517,nonco的恋爱喜剧漫画，连载于《周刊少年Magazine》
valkyrie_drive_-mermaid-,3,Valkyrie Drive -Mermaid-,女武神驱动 美人鱼,517,《女武神驱动》企划的电视动画篇
after_war_gundam_x,3,After War Gundam X|kidou_shinseiki_gundam_x|機動新世紀鋼彈X,机动新世纪高达X,516,高达系列第三部非宇宙世纪作品，共39集，舞台为战后地球
dragon_quest_dai_no_daibouken,3,神龙之谜|达伊的大冒险,勇者斗恶龙 达伊的大冒险,516,以勇者斗恶龙3为背景的漫画与动画，主角为达伊
walt_disney's_peter_pan,3,peter_pan_(disney)|小飛俠|彼得潘,小飞侠,516,迪士尼改编的彼得潘动画电影，2004年推出续集《小飞侠重返梦幻岛》
alternative_girls,3,オルタナティブガールズ,Alternative Girls,515,CyberAgent发行的手机抽卡游戏，玩家训练少女对抗夜兽
danmachi_memoria_freese,3,Memoria Freese|danmachimemoria|ダンまち メモリア・フレーゼ|地错记忆憧憬,在地下城寻求邂逅是否搞错了什么 记忆憧憬,515,《地错》改编的手机抽卡游戏，以回顾原作剧情为特色
soulcalibur_iv,3,SoulCalibur IV|soul_calibur_iv|刀魂4|剑魂4,灵魂能力4,515,《灵魂能力》系列作品，2008 年登陆 PS3 与 Xbox 360，含星战客串角色
phoenix_wright:_ace_attorney_-_trials_and_tribulations,3,Gyakuten Saiban 3|ace_attorney_3|gyakuten_saiban_3|逆转裁判：审判与磨难,逆转裁判3,514,系列第三作，围绕成步堂与绫里千寻的过去展开的法庭推理游戏
devil_survivor_2,3,Devil Survivor 2|デビルサバイバー2,恶魔幸存者2,513,2011年发售的任天堂DS策略角色扮演游戏
tales_weaver,3,TalesWeaver|天翼之鍊,天翼之链,513,Nexon运营的韩国MMORPG，改编自小说《符文之子》，与传说系列无关
macross:_do_you_remember_love?,3,Macross: Do You Remember Love?|macross_dyrl|可曾记得爱|超時空要塞：愛・おぼえていますか,超时空要塞：可曾记得爱,512,1984年上映的《超时空要塞》剧场版动画，重制电视版故事
monster_musume_td,3,Monmusu TD|monmusu_td|モンスター娘TD,魔物娘TD,512,DMM发行的魔物娘塔防抽卡游戏，2022年上线
top_wo_nerae_2!,3,DieBuster|diebuster|gunbuster2|gunbuster_2|top_o_nerae_2|top_wo_nerae!_2|top_wo_nerae_2|トップをねらえ2!|飞越颠峰2,飞跃巅峰2,512,Gainax2004至2006年推出的《飞跃巅峰！》续篇OVA，英文名Diebuster
16personalities,3,16Personalities|16p,16型人格,511,基于迈尔斯-布里格斯类型指标的在线人格测试网站，其配色形象常被用于角色创作
disgaea_rpg,3,Disgaea RPG|魔界戦記ディスガイアRPG,魔界战记RPG,511,魔界战记系列的手机角色扮演游戏
meridian_project,3,Meridian Project|子午计划,子午计划,511,台湾的虚拟主播团体
sonic_frontiers,3,Sonic Frontiers|sonicfrontiers|音速小子 未知边境,索尼克 未知边境,511,2022年发售的开放区域动作游戏，舞台为星陨群岛
warframe,3,Warframe|战甲神兵,星际战甲,511,Digital Extremes开发的免费多人合作第三人称射击游戏
gundam_msv,3,MSV|msv|鋼彈MSV,高达MSV,510,高达系列的机体设定企划，为动画外未登场的机体与驾驶员做补充
hamidashi_creative,3,Hamidashi Creative|ハミクリ,ハミダシクリエイティブ,510,Madosoft的成人向视觉小说，以校园与创作社团为题材
initial_d,3,Initial D,头文字D,510,重野秀一的赛车漫画，以山路漂移竞速为题材
kirara_fantasia,3,Kirara Fantasia|きららファンタジア,闪耀幻想曲,510,芳文社的跨界奇幻RPG手游，集结《Manga Time Kirara》各杂志的角色
american_mcgee's_alice,3,American McGee's Alice|愛麗絲驚魂記,爱丽丝梦游魔境,509,以爱丽丝梦游仙境为背景的第三人称动作游戏，由American McGee设计
grand_theft_auto_vi,3,GTA VI|GTA6|横行霸道VI,侠盗猎车手VI,509,Rockstar Games正在开发的系列最新作，犯罪题材开放世界动作游戏
kamen_rider_(1st_series),3,初代假面骑士|幪面超人,假面骑士（初代）,509,1971年开播的初代《假面骑士》电视特摄
one_piece_treasure_cruise,3,ONE PIECE トレジャークルーズ|海贼王 寻宝之旅,航海王 秘宝巡航,509,万代南梦宫的手机游戏，以《航海王》角色组队冒险
houshin_engi,3,仙界伝 封神演義|封神演義,封神演义,508,藤崎龙改编自中国明代小说的漫画，1999年与2018年动画化
tower_of_god,3,Tower of God|신의 탑,神之塔,507,韩国漫画家SIU创作的网络漫画，少年夜为追寻少女登上塔
hitsugi_no_chaika,3,Chaika: The Coffin Princess|chaika:_the_coffin_princess|棺姫のチャイカ,棺姬嘉依卡,506,榊一郎的轻小说，2014年由BONES改编为动画
miru_tights,3,Miru Tights|みるタイツ,丝袜视界,506,基于読む原创角色的网络短篇动画，以丝袜为主题
satsuriku_no_tenshi,3,Angels of Death|angels_of_death|殺戮の天使,杀戮的天使,506,真田まこと用RPG Maker制作的免费游戏，2018年动画化
kamen_rider_ex-aid_(series),3,仮面ライダーエグゼイド|幪面超人EX-AID,假面骑士Ex-Aid,505,平成假面骑士第18作，以游戏为主题
zettai_karen_children,3,Psychic Squad|psychic_squad|絶対可憐チルドレン|绝对可怜小孩,绝对可怜Children,505,椎名高志的漫画，2008年由SynergySP改编为动画
fatal_fury:_city_of_the_wolves,3,Fatal Fury: City of the Wolves|fatalfurycotw|饿狼传说 群狼之城,饿狼传说 City of the Wolves,504,《饿狼传说》系列第10部作品，2025年4月发售
kuso_miso_technique,3,くそみそテクニック,粪味噌技术,504,山川纯一的同性搞笑漫画，1987年发表，以名台词「やらないか」闻名
sasayaku_you_ni_koi_wo_utau,3,Sasakoi|Whisper Me a Love Song|sasakoi|whisper_me_a_love_song|ささやくように恋をうたう,恋语轻唱,504,竹嶋えく的百合漫画，2024年改编为动画
sengoku_collection,3,戦国コレクション,战国Collection,504,科乐美2010年起在Mobage推出的战国武将少女题材社交游戏
terminator_(series),3,terminator|未来战士|魔鬼终结者,终结者,504,美国科幻电影系列，讲述人工智能天网与人类幸存者的战争及时间旅行
pixiv_fantasia_3,3,,Pixiv Fantasia 3,503,Pixiv Fantasia第三届企划，讲述三角洲三大势力间的战争
